"github issue name",html_url,id,"github issue ID","Fix Version/s","Created timestamp","Updated timestamp","Description","Reporter","Labels",comments,"Assignee"
Legend Value exceeds chart boundary when Legend Value is too large,https://github.com/mapd/mapd-immerse/issues/4061,302519696,4061,,2018-03-06T00:41:00Z,2018-03-07T23:53:30Z,"### :speech_balloon: Description
Legend Minimum Value exceeds chart boundary when Legend Value is too large
Previously legends values would be cut off if value was too large. There needs to be a new design to better handle larger legend values

### :computer: Environment
- **Browser Name, Version**:  Chrome
- **mapd-immerse Version or Branch**: 
MapD Demos ""Crowd-sourced Mobile Network Quality"" - RC Version 3.6.0 in Minos

### :page_with_curl: Steps To Reproduce
- Login to Minos with (advanced settings):
HOST NAME: beast-azure.mapd.com
PORT: 8004

- **Actual result:**
Legend value exceeds chart boundary when Legend Value is too large

- **Expected result:**
Legend value should always be within the  chart boundary 

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""663"" alt=""screen shot 2018-03-05 at 4 29 10 pm"" src=""https://user-images.githubusercontent.com/35040876/37007860-45d77966-2094-11e8-8d9a-d99823722372.png"">



### :memo: Other Info",ericli5454,design,0,
There is a discrepancy between all brushes and the combo-chart brush UI,https://github.com/mapd/mapd-immerse/issues/4060,302517740,4060,,2018-03-06T00:31:11Z,2018-03-06T23:26:10Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Find screenshots

- **Actual result:**
This is introduced this release with the new line/combo chart

- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![screen shot 2018-03-05 at 4 28 54 pm](https://user-images.githubusercontent.com/10747240/37007501-64f41432-2092-11e8-9787-d3ad545dc8d7.png)
![screen shot 2018-03-05 at 4 28 26 pm](https://user-images.githubusercontent.com/10747240/37007502-650e1b34-2092-11e8-934c-9ab7fe30d762.png)


### :memo: Other Info",Davidiskander,"P3,design",1,
"Spike on webpack bundling, especially re: mapdc css",https://github.com/mapd/mapd-immerse/issues/4059,302512217,4059,,2018-03-06T00:03:01Z,2018-03-06T00:03:01Z,"Follow-up from https://github.com/mapd/mapd-immerse/issues/4044 , need to figure out the css bundling in Immerse, and try successfully removing first two lines of https://github.com/mapd/mapd-charting/blob/master/src/index.js",jrajav,tech,0,
[Combo Chat] Brush filter is slightly jumpy,https://github.com/mapd/mapd-immerse/issues/4058,302509339,4058,,2018-03-05T23:49:02Z,2018-03-05T23:49:02Z,"### :speech_balloon: Description
When user moves the brush filter to a new position on combo chart, the brush filter would toggle left right before settling to correct position

### :computer: Environment
- **Browser Name, Version**: Chrome
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create combo chart
- Move brush filter to new position

- **Actual result:**
 Brush filter would toggle left right before settling to correct position

- **Expected result:**
 Brush filter does not toggle left right before settling to correct position

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![Combo_brush_filter_bug.gif](https://images.zenhubusercontent.com/5a4c12b9a016c5b034bbd07e/6d337041-3793-4834-a8f8-3aeecade6a8d) 

### :memo: Other Info",ericli5454,"P3,bug,combo-chart",0,
Weird shape filter on scatter chart,https://github.com/mapd/mapd-immerse/issues/4057,302509082,4057,,2018-03-05T23:47:43Z,2018-03-07T04:19:39Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create a scatter chart
- UC-School
- gpa vs measure_value

- **Actual result:**
See Gif
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![mar-05-2018 15-42-52](https://user-images.githubusercontent.com/16374964/37006297-913667da-208c-11e8-8a04-ef07b06bc3e5.gif)

### :memo: Other Info",menaczar,"P2,bug",0,
Deprecate old line chart and histogram chart ,https://github.com/mapd/mapd-immerse/issues/4050,302431656,4050,,2018-03-05T19:34:03Z,2018-06-01T22:13:22Z,"### :speech_balloon: Description
With the introduction of combo chart we have 3 charts in Immerse that are very similar.

- Combo Chart
- Line Chart
- Histogram

We should  deprecate the old *line* chart and *histogram* when David and QA team feel confident that all old dashboards that have old *line* and /or *histogram*  can be opened without any ""failed to load dashboard"" messages. 

### Acceptance criteria
**Replace the old line chart by the combo chart**
* Remove old line chart icon
* Line chart in older dashboard will open as combo chart seamlessly and without issue

**Replace histogram implementation by MapD3**
* All histogram functionalities stay the same, but the code uses MapD3
* All backward compatible

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",mythilimapd,visualization,9,
think holistically about user expectations for chart data export,https://github.com/mapd/mapd-immerse/issues/4041,302100145,4041,,2018-03-04T16:38:15Z,2018-03-04T16:59:27Z,"### :speech_balloon: Description

think holistically about user expectations for chart data export.  should the user get values in the csv file that they export that match the values the user sees drawn as mark labels on the chart?

inspired by conversation on this issue https://github.com/mapd/mapd-immerse/issues/4027#issuecomment-370242813

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",micahstubbs,"charts-ux,design",3,
duplicate chart feature,https://github.com/mapd/mapd-immerse/issues/4038,302016740,4038,,2018-03-03T17:35:08Z,2018-04-22T15:56:13Z,"### :speech_balloon: Description
As a user, I would like to be able to duplicate an existing chart.  I would like to be able to quickly iterate on a chart design, and see all of my iterations side-by-side on the same Immerse dashboard.  I want to be able to do this with the minimal number of clicks possible. 

I want to click a `duplicate chart` icon and be taken to the chart editor view for my new duplicate chart.  In the chart editor, I want to change the one dimension to column mapping I want to experiment with and click apply to see my new chart iteration on my dashboard next to my old chart.

an end result may look like this:
![screen shot 2018-03-03 at 9 33 58 am](https://user-images.githubusercontent.com/2119400/36937297-0e56c05c-1ec6-11e8-81b4-88e46798d2ad.png)
(notice that I have also manually re-named the title in the 2nd chart created with the duplicate chart feature)
",micahstubbs,enhancement,0,
Display time unit strings like `December` in user's native language,https://github.com/mapd/mapd-immerse/issues/4036,302000838,4036,,2018-03-03T14:11:27Z,2018-03-03T14:12:04Z,"### :speech_balloon: Description
https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Date/toLocaleDateString

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![screen shot 2018-03-03 at 6 09 59 am](https://user-images.githubusercontent.com/2119400/36935203-9571e26e-1ea9-11e8-8c28-182876c7a182.png)


### :memo: Other Info",micahstubbs,"enhancement,i18s",1,
Spinner of death on changing bin to extract with range selected.,https://github.com/mapd/mapd-immerse/issues/4034,301952107,4034,,2018-03-03T01:06:42Z,2018-03-07T04:26:42Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-Steps to reproduce:
Create histogram:
Flights: arr_timestamp vs #Records
range chart on
brush on range chart
Change from bin to extract on arr-timestamp

You get spinner of death



### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![Screen Shot 2018-03-02 at 4.50.04 PM.png](https://images.zenhubusercontent.com/59a47c158f62dc7798c4571a/7df22dc2-e325-4876-a494-908a3c90332c)

### :memo: Other Info",menaczar,"P1,bug",3,
combo chart: binned dimension data should be formatted nicely when exported to csv,https://github.com/mapd/mapd-immerse/issues/4027,301911750,4027,,2018-03-02T21:32:47Z,2018-03-16T19:40:49Z,"### :speech_balloon: Description

### ☑️ Feature Implementation Checklist

#### Combo Chart
- [ ] Combo Chart Year Date Extract Case
- [ ] Combo Chart Quarter Date Extract Case
- [ ] Combo Chart Month Date Extract Case
- [ ] Combo Chart Day of Month Date Extract Case
- [ ] Combo Chart Day of Week Date Extract Case
- [ ] Combo Chart Date Hour Extract Case
- [ ] Combo Chart Date Minute Extract Case
- [ ] Combo Chart Date Bin Case | bug report https://github.com/mapd/mapd-immerse/issues/4027#issuecomment-370551342
- [ ] Combo Chart Numeric Bin Case

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- visit the dashboard `binned-column-csv-export` on `mahakali` http://localhost:8002/#/link/mapd/e1d95cb2
- export a csv file from any chart
- verify that the contents of the csv files matches the design specified below

~- Go to http://immerse-master.prod.frontend.builds.mapd.com/#/link/mapd/ec902329~
~- Extract the bar chart~

**Actual result:**

| contrib_date  | UNIQUE committee_name |
| :---         |     :---:      |
| [{""value"":""2000-06-25T00:00:00.000Z"",""timeBin"":""week"",""isBin"":true,""binUnit"":""week""},{""value"":""2000-07-01T23:59:59.999Z"",""timeBin"":""week"",""isBin"":true,""binUnit"":""week""}] | 1520 |

**Expected result:**

#### Date Bin Case
split into two columns, format value as ISO timestamp
![screen shot 2018-03-02 at 7 06 46 pm](https://user-images.githubusercontent.com/2119400/36929946-f20bcfc4-1e4c-11e8-943e-7eb46cefd337.png)

#### Numeric Bin Case
split into two columns
![screen shot 2018-03-02 at 7 08 07 pm](https://user-images.githubusercontent.com/2119400/36929954-146956b8-1e4d-11e8-9842-5b7fa387a120.png)

#### Date Extract Cases
`columnName (binUnit)`
![screen shot 2018-03-02 at 7 07 41 pm](https://user-images.githubusercontent.com/2119400/36929950-0539a5e4-1e4d-11e8-8193-a1dc255341b6.png)

we should provide nice formatting for all types of date extracts:
![screen shot 2018-03-03 at 7 19 52 am](https://user-images.githubusercontent.com/2119400/36935968-949b75da-1eb3-11e8-847d-644cfbb05580.png)


csv files that show the desired value formats for binned columns 
[binned-column-csv-export-designs-from-slack.zip](https://github.com/mapd/mapd-immerse/files/1777054/binned-column-csv-export-designs-from-slack.zip)

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

",Davidiskander,"P1,csv-export,enhancement",44,
